,client_id,path,sentence,up_votes,down_votes,age,gender,accent
5435,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,5d9c1b83ea27b845ca71b2acdb504135bf06f1ea9cf30f11ad25cf9b765cd1c3a55494f50391f20427869b1d101d42e1d588cd0bf518be7719c22b006df1ce76,Hands are raised by a crowd at the New York Marriott Marquis.,2,1,thirties,male,indian
5436,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,b54eac8d9cb6d54a2b158f82660cf61daf5ad4ea1b35bfd1076ed14ffbc2e444ea1b3b714c51c33caa6f70afc5dcd50e4ab8725ba6e0206814d0636bffb85c9e,A young girl is sliding down on a sled.,2,0,thirties,male,indian
5437,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,50f20e33db6f4dd6019f4370c7efc62ea79b08e363a9c3802a1a37eb6cc3306a5fdebdc90a7a933e2e259cfa41e1906ba92f36062b840476f23afd47abba6d6e,two girls sitting by a tree while playing.,2,0,thirties,male,indian
5438,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,cb4c0d62687a7dfa20b41504b34ce8beb9a623e0f69baf8ed71eca7e205dafeb551ba713649d5043e96a5b4fd68bdc7a846222cc28655c0f5b3b8fe15695358a,Young girls in brown and white uniforms are shouting and performing an exercise.,2,0,thirties,male,indian
5439,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,8296184706855316657c99f05a51719edc8502906f5968f874b707199f5f129884a4cba5ac45653920d61cdcae7bd854fc4e611795d848ce6e24918aa1aecca3,A girl in a gray jacket holding a badminton racket.,2,0,thirties,male,indian
5440,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,48c5b45e9b0144e82431d4614a3640a4dedd33b0adb7b3de0be9c8663cfc34af2156874d00b10471740eb69ed4252073e7088c9fd9b087c433f699fcb1f9566e,The man stands in a body of water near a waterfall.,2,1,thirties,male,indian
5441,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,607f643aaa6541dec16a506af078138feb3cfc393c02798f0837399b4c214d5bd0fc610ca69eaab141ad69953e7b2a7627b2e9699283fad9db796b0d90fd4826,A young boy in a blue jacket standing on a corner in front of THEFACESHOP.,2,0,thirties,male,indian
5442,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,7cd183c4f311ef68106cb8af3971bd53558ed16e24daef3816dd68e625de32bed0703fa6fcdd047a18f3408482d43abb91d0e5f6d1841e92883bf5d3199053c4,An Oriental man and woman wearing blue and white kimonos are sitting together.,2,1,thirties,male,indian
5443,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,18c2ac89194b54ce8c6fb84947916de4c1f01433b8aea1c4a05b42562da8c7be195cafcea9553173374607b2e076829864e260204484656b03562a281d6113d8,A man wearing a black hat taking a photo in a busy street.,2,1,thirties,male,indian
5444,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,4ac980f70054906a5a07a4781b873b411d38bea6d088273180b0f188330180001f5637ad2c34cf4a1981da06940352a74b65f449dfb4fe06a17ef575a41b6800,A man with his dog sitting against a white building in the grass.,2,0,thirties,male,indian
5445,c885e7255def0fbba51df98727e14257b30f9d52cccaafa4e352929a731d7cfc8d787b165a45b38eb564608ee7d940880643d59340a073c0eaf5f99dc233aa87,a859f417b61bffaf384f9fddaa81e591a5ce8b64b69755b0079a70ed7589a8290d8ad1100969408ae85e38b1c08af3217e1a636f9f1a9d86e41b006f100d66a8,"Woman is working on a loom weaving a patterned carpet of red, white, and blue.",2,0,thirties,male,indian
5803,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,5d31e86982da60c08ac2f557ad9d60e26f6fa1d056a4b83de1a4025f7fd57b779407cea0e5fb93588ff6248b3bef4a00dff7d2c8f21e15170d41147ac01dedca,Three elderly persons are sitting in chairs staring out the window.,2,0,twenties,male,indian
5804,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,3b9ee2d86fab2275d767951c681688a080568a2a760abec2820bdca67371065d99b8ffcb4f731b6cd8763a006759c0fe6f65a23dece1857f16eab0410d2efd85,Three dogs run after a ball in a field.,3,1,twenties,male,indian
5805,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,eafad965e47e56de269372f79a57d926b9d52b563fe231602967c3503c26bf8821885b17e7f3b864af3264490af915acd9c3b559fd15460d51a4295e9d9a9fd7,An employee stands in front of computer monitors at Best Buy.,2,0,twenties,male,indian
5806,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,99ca469210fe39040b1691307e6db4da27895b988e962eb6fa6320a48559ab87b4661dd5cd694cd34760eb503b42b62041b43f173701ecdc2bee25abdf726738,husband and wife heading up the hill to go to the swimming hole.,2,0,twenties,male,indian
5807,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,947628f3bc167aa1210d9294b262e870eb303589f7f78d90793d46e19861963a355f1d291f4dca4b14eb8de4f881d4e237f69b918cd3af8e643b3e3a12096bbb,A guy snowboarding down a hill.,2,0,twenties,male,indian
5808,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,9f872d8ce50073c23cd4798fc079da3de45d86b9b88af76f18ba8b6ea0f5454d55389d89999e78ef2cc0a5075f4fbf82d9ba8b6bb3e498110cbcca075c8bf8da,A man grilling different meats on a grill outside on the street.,2,0,twenties,male,indian
5809,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,d568ad9dd667b31318d01999d37dfffdf927ef7b959ff6bbb3ae9cdbe2516af84c4269129b30974225ededda5482bac8e383a58dbd6956a57b19f7c24cd0b2e5,a football player points.,2,0,twenties,male,indian
5810,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a7822d94363437a2c03ad6ffd1a2a61b55a6c6043fbea3031f10efb8dbe4310f62991c016a14c67731c709f6d77ccd557171c3272373e9a8a2d848e0cd2f9fcf,A woman wearing a very short dress standing up with her cellphone to her ear.,2,0,twenties,male,indian
5811,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,421dea0e1649c576a9224a1df5360aa6794619f2605358b5155ac1b23187eee544669fb2f210728a6f74df70909d3216a080f51640f771d77255ff4ecaf1e582,A man in a blue shirt walking in a subway tunnel with advertisements.,2,0,twenties,male,indian
5812,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,4132f5278f6829b5a1936fee84b82154e0e711f6b0dad3863c49ad10e639bbd7249718af2750db1cac1a49023d9858dbf38c9ed5e389657e6da0b3ef953310be,Performers dressed in browns and blacks are dancing with speakers in the background.,2,0,twenties,male,indian
5813,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,6a5c3b2b8916c560af4161b0544a90ed8a276dc28bae30114b4d7cb110f731fa8cdfa745f462cd6dc95f8cef3f3705977beba0786bf3c60e4a20c9ec4c093552,Two bicycles are standing behind two people sitting on the grass near a body of water.,2,0,twenties,male,indian
5814,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,0dfffb7464896f33383540e85d69b9855e5542171f9f46bb011522e6de150015aca319445dbda618ebdc0f880cb5af391109e90fd8f9063ee3aa053d74093a51,A guy and a girl presenting object to each other.,2,0,twenties,male,indian
5815,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,b4ce3cc21b9cc3db3122c2583d57f0b3cc3919ec11c080b521aeaee5b9e6cbc7e93e990e2cad1a39fa241693656c38ffe20e59be6aaa2d0b6c2f1296c0542597,"Two young adults outside, with many trees in the background.",2,0,twenties,male,indian
5816,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,cc71156e381068b54d5d2abf2fc4571f4ef559c6fc44c85cdebc8a47411166332c75fa7494e8a69d4102f62fd9fd6a8b280334df7a313d43b477ed59d5afd47f,A person wearing a pink hat and pink swimwear bottoms is facedown on a smooth brown beach.,2,0,twenties,male,indian
5817,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,13ca3fec19403b7d05ccf8c9bf79f6855d8049a07adef42e5b392aa135524a0bd0aad70ca6cbc6c5f5d3c87c21d57d11a141d019e0b2d4b28c184a3c044d8eb5,two young girls fly a kite.,2,0,twenties,male,indian
5818,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,33d760cb0f8b3e18490654b7f5b42c94a639d3531bdf0456e8b0646714bb38f3dd6ea848b4686433cff892fbc8aeeda1097046d4bdcf5887cf0e0c886afc8aac,People are on a platform getting on and off of a red and blue train.,2,0,twenties,male,indian
5819,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,bb71cd7a45f1bf72d9c9cb78bafef86ce3f8a7cbdb560a66844b7e145d1ae00451598ba71fabbaecc364c869f8f99699e884ae5cfe5794bebbd0ef542d5662ad,An eclectic group of musicians and actors perform for a group of tourists.,2,0,twenties,male,indian
5820,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,79502a2541d14f854aef364dec687ce124a47122b4fbf03c446c45eb35b67aa02530b548df823418d548453436a4d3a490a027f92b08d6ca71ce0a2680dbed8f,The lady is sitting on a green chair and using a microphone.,2,0,twenties,male,indian
5821,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,96da87c0145e99afd7687aa99978db6ad7b2fe66a8ee2bd0e459e177cac4f815857f374ec08133fd1a470221954ef7a40e6360ee1269df3e7a3982e71f83634c,A firefighter is on the roof.,2,0,twenties,male,indian
5822,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,283e570fdade8c99704893e51531c74bba09733897acaed39a37e3abf75ad9416aebb36011e2797b11e2e32582713058b562bf7801f033c13c73dd8aa856184d,A male photographer takes a picture of a pond.,2,0,twenties,male,indian
5823,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7c2d8afddf3f99f57df12181168a5617f1d3c062ce11fac1f1142288784df55a22e6cdfb9b5af2cac82188b4e60660e1c8291a15cb584a78eb5d2dfa0f1c3a59,The young man is skateboarding at a skate park.,2,0,twenties,male,indian
5824,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,c3c744261b3cd46326c4deeca5a7fc1b62d85a129f92821e6ad059180f687e3194eaedc0a406002d4e0bfe5fd63eabb9819e6c4f679c5bf327f273dc72b47aff,A little kid with a red hat is holding a shovel in the snow.,2,1,twenties,male,indian
5825,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7ffec164198a86ba3c4858cce985a38960d25cbe67de0e69c712b11c034c11aced8cef38059ae6fa8b798cb09cf971eb164dcc260ae212a75191acdbbd522f13,Two men wrestling while a crowd watches.,2,0,twenties,male,indian
5826,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,390b9d5ce9ac50cdee0a4e9de735e9f45067454becf32b1f11bd24851a8bcc3f823c781b7c06ac958b5148a1fb6a5450d26df42e43335279a3606cd55e2674e6,An old woman in a market holds fresh greens.,2,0,twenties,male,indian
5827,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,419ea978a4252358fdd989bfd8d288a590d03edb249aa5a490a1bfa345a13c5f5442a31351174a81ed6dd9c8416244868974f9d52051dec60899d416695233e3,Two men in red robes performing martial arts.,2,0,twenties,male,indian
5828,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1504e578aa44ddccd9fd064472e4a2fd1046f71d5cb9e8f54db91a2aed12f68ae52b9aece851fd95f0be03cf6ec25fef1ba0e5f015c602d142b92c89b56cf6f4,Two young boys playing with ducks near the water.,2,0,twenties,male,indian
5829,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,8edea2da3c1236fc32178785bc9ecde6e4696da7e672b35bbaf3e5f5522a91b433cd4a7f912619598f8ad3130bdeb74f90649bcc3ae626f010ed912d82a1d0d8,A man climbs a flight of old wooden stairs on a building.,2,0,twenties,male,indian
5830,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,e1453d58361e510951b71917b5fd5aa04b9a24038270b7716e7edd757a44834aa2a7dfe1bb8aee5c76c7cb207559722e9ed46e44824854478c184afaf3a98853,"A group of men of assorting ages, climbing a pole in the middle of a river.",2,0,twenties,male,indian
5831,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a5b8b1e6527d6610d79e91fac5709c027d1c766934677d5597364532c3bc3a2ffacc589ac24d2dd5d8a07a47ea1076c62117dfb989c6736be6fa2382bf999db6,The children watched the young boy write on the orange paper.,2,0,twenties,male,indian
5832,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,2ca83ff234defe9c3c472237768762d33ee2193364b68aa28d98abc66bd70e7649e009aeb85c10b05d0054d8782b1f0970b84f6f1c78fa302dd47a13c2dfd718,Women and child walking down a path in a grassy park.,2,1,twenties,male,indian
5833,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,ec00cc1fcdea1aca8891ff73a9e9d3316e43b664611496c28fdf0372c52b99ccba7e63ba35a2470299a9877f083f0ba538ba54011609e1f62ad565bfd1b482e5,A red streetcar is on the street.,2,0,twenties,male,indian
5834,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,dc8dfc4a891f06f333f225b46828d2029f14869ce3eaff413f90a2c12a62cd813614acb929f20e5dbdb1a0540c569119c2dc0c209e056143bc25fe7516648e57,A large group watches a presentation in a conference room.,2,0,twenties,male,indian
5835,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,f2b0313a800098b2d7e0b7f2cba4a0ea7ac01daade62faddfaacf4909d902c1ed9e9034c306200bbfbd82949758c278b65e70816c92064fc67b5e38d3b2c921a,A man looks through a telescope on a street corner.,4,0,twenties,male,indian
5836,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,683e696163b65ca1586b9dadbbcd86ad2f5cdf36bebb68bd8d3a2a187a9be632cc7c1afd3c6015865d202ea3d8320f4b58646dc0c567ff2454c075fd74d40021,A woman in a red shirt is gesturing behind a male in a white shirt.,2,0,twenties,male,indian
5837,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,25a28f43913b308b0c91e0a1eb0904169a32fb84d1d21c834dc26bc92776224fe4a035262a34bf5e06369e0f38c94b4150faedeaf8fc4c3f913d53499f7ebccd,A boy lies across gates stacked against each other in a park.,4,1,twenties,male,indian
5838,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a68c4ea289aef43e6cd888d1fb6b4b18dd78d1e8e5b434288d0be23dc3073511c34d53b133ca945125c20e4e02a19f34c2d6208de8e7db08b4f333becfe1dab0,A person outlined by the sun,2,1,twenties,male,indian
5839,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,80b186710376554453eb660956fdeef96a8215f6db1a70d470c1b5c9f16239f9f7abe9e554881b877f8148faa95281e14fcbd2e1cce2ca4098191d0a77865dc3,People in green are walking around a public space.,2,0,twenties,male,indian
5840,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,cce495f08b7f0f093381ae4b4a4b5924352ac24bdb2af0f7cd36e60863449bf43b12ce11ba136d5c2a1825c54722dbe9a30ecc9e745ace2b2a2fb92b865a5245,The black and white dog is attempting to catch a ball in the garden.,2,0,twenties,male,indian
5841,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1058f3d60738dcb66d2be6b4d627e9a322d32c3060c48efb07603506babfb0c071167b92e5a4a19cccad82bb7f680b58bc6bddfbdd0b6ac329b68370c627cf01,Three people are playing frisbee at a park.,2,0,twenties,male,indian
5842,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,6a15b5fb70833c7d5230d9dc5aee4d8cc0d9b922662e771b9c4fc1362c6ce03d35bdb186a76692611bda09b1e93e142e8d5b6dd3b14e43091131ce464b9372d0,A group of people enjoying a hot air balloon ride.,2,0,twenties,male,indian
5843,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,bcb26e288a5f98ca114f5e505afb3cb41b32121de55648611bffea1f669bf4e06efe94dbc8e8f022fd4e7b3f0978d39e987bfc059d23fc5ceb231af2e4ebaeef,A young girl kisses a ringbearing boy at a wedding.,2,1,twenties,male,indian
5844,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,28813a17e5e8643f5275710cea21ab0b45eebc753946556ddbdcbcdf8268f1959408696334188a4dd0106e4a04e3def8a364e13a8f05a892a7d3a7d073850cd2,Five people waited in line while the man in the blue jacket paid the cashier.,2,0,twenties,male,indian
5845,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,8e07afb53887231cc9507301f78c7536e64800b1cc14c9bf07f0cc8d225554ade6d76b01f23605d03396a7ce5cff40d7c23590ff4e34a9ad6503a04cc0f16dd6,An asian woman in pink shirt is eating on the street.,2,0,twenties,male,indian
5846,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,9bc0660b17b2f12a755658401ddbf333e872cbe92e6f6f4c0d5caf9f4119ab1a5fe4ce777e33e57240c499f703c938cfdfd627bf2cb4b066fde54389b9dbf58c,Two young people roughhousing on furniture in a value store.,2,1,twenties,male,indian
5847,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,ef420a24912855667311a65a549fca7cc299e4d42ef7650670e5aaab3c3657177e9d572ccf299a9ed13ad2ec65b29a006514c48d97fd33a023f3f013a549ab7e,A crown watching two skateboarders perform tricks on a half pipe.,2,0,twenties,male,indian
5848,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,d1080c5d86ece9f3e6db96b3e46e61167e4f44b3743d6ecb1581f916ccf1dec4433921cd06c1720a5d349bbb70c8924b4a391f3cd09df7bd0f6297429ca4edf8,Two dogs examine each other in a field.,2,0,twenties,male,indian
5849,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,0eedcc3b7ba0f83ba0a0e1988c30872a7681d8b44fd7433be9dca632b3eee314ad3517c976255e6e57d938954280d3929e405052803540c4184e3dc2de4147fd,A group of people get set to go fishing.,2,0,twenties,male,indian
5850,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,6b6387261430f210c2d944bce15907d3470b13eb598b64bbef4240c5e5b3c724c5c394957b0f009e40d8082dc94063b6ab37732a92799b5704d724b2885a2114,A young man in a white shirt and gold and black hat sits cross legged.,2,0,twenties,male,indian
5851,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,c5fbea72a1ceef16525e850f4a2c1ffc8aec3a1578cb6fde1eda7458d26c4202472295b822bc188d3701fa820d104344ff7a3f2ddad1f9c8670fbf8a803362a9,"A photographer, at a hockey game is taking a pictures of the action at the moment.",2,1,twenties,male,indian
5852,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7e549b49178bc5d77d3a5de14e674b07dde2ed4ec125a0ef23a89f5409807349e91a68b4a92e46ecc3ffc7ad1f8054a5748a3061eeb8ef98b0b0e1157e842984,A woman selling food items by the roadside.,2,0,twenties,male,indian
5853,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7a4f4320683576e4238ef1d4477221b695c47e25d120dfa22ed00d06a7fa6ce34a4085431b316375987ed50b5b86e2b71bfd03d5bbd25ca68fe390cb055db602,Two people sit with a red hat between them.,3,0,twenties,male,indian
5854,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,e161b1f2f5bc06036ee5427a6935c3745594d076a500f248f1f19419f1fe4f682bfb7582f29e58f3b9c8019d3250ce45473d64c4cefca2e7bc111ceec016af72,This is a small child attempting to look through a telescope.,2,0,twenties,male,indian
5855,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7ae3ba98a796110dcc7be8ce42bf0297e9838dd4f67b7d4890d9dfc9a9e66d650c674acb48b8a1d0bfc1b898549382570db9a37928587940778b5d8c11dc24be,a bunch of young people drinking at a bar.,2,0,twenties,male,indian
5856,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,c562d9b8be85476ff6a6a09149723d0bbf9d36a9036e0a2fd1eb4091eebc7a6da5751b7371f0598cbfa17a8c5dc37b540af05db1067289605d8bfc127672f347,People walk into a building past a woman seated on the ground.,2,1,twenties,male,indian
5857,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,682bba9d39766df6347dfc74fbddd7cb388a27199cb9771d0715f36059c484a92219fc3f68506328b0c15c51f7ae801c727163b3f222606fe9f77e4f4b93c677,A man wearing a blue cap holds a rifle.,2,1,twenties,male,indian
5858,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7209f629c056d81ed5fb3e6e402122c40e9fcb64d31b46200cc76e5c0b6c13e51d934bced489ffb3b2706ddb4225513cd0f847e439a765dad1623c55e3287647,"A group of people are laughing, and a baby in an orange shirt is looking on.",2,1,twenties,male,indian
5859,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,eba7bf903d6349117e9cd52b7dd0999d59279fa4fcb3c5ac37984f3fe58143673b6b605232bacb7ed8d9958e70ca1c6863539f9804af54c62cf8905cd17fab4f,A gentleman smiling and showing his reflective sunglasses.,2,0,twenties,male,indian
